content,category,cluster,content_for_labeling,topic_label
lampu pju mati tolong dicek dan ditindaklanjuti terimakasih,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11,lampu terang jalan umum mati tolong cek ditindaklanjuti terimakasih,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"guru mughni 🚩 spanduk/poster/mokeup rokok melanggar : - perda no.9/2014 tentang penyelenggaraan reklame, - pergub no.1/2015 tentang larangan penyelenggaraan reklame rokok di media luar ruang, - pergub 148/2017 pasal 45 yg menyatakan penyelenggara dilarang menyelenggarakan reklame rokok atau zat adiktif baik di ruang indoor maupun outdoor.",Kawasan Dilarang Merokok,50,guru mughni spanduk poster mokeup rokok langgar perda nomor selenggara reklame pergub nomor larang selenggara reklame rokok media ruang pergub pasal selenggara larang selenggara reklame rokok zat adiktif ruang indoor outdoor,"['selenggara', 'rokok', 'reklame', 'pergub', 'larang']"
permasalahan: permasalahan: jalan utama yang digunakan untuk kepentingan parkir warga setiap harinya merugikan orang banyak. kemacetan terjadi hingga pos trans jakarta. hal ini juga dikeluhkan oleh pihak trans jakarta. ada pelanggaran namun sejauh ini hanya penindakan berupa cabut pentil sehingga tidak membuat ada perbaikan. mohon pimpinan sidak ke lapangan untuk dampak yang lebih baik.,Parkir Liar,10,masalah masalah jalan utama penting parkir warga hari rugi orang macet pos trans jakarta keluh trans jakarta langgar tindak cabut pentil baik mohon pimpin sidak lapang dampak,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
tolong dibantu ya ini ada jalanan rusak dapat membahayakan pengendara di jalanan umum jangan sampai timbul kejadian baru bergerak. segera tindak lanjuti masalah tersebut! terimakasih,Jalan,1,tolong bantu jalan rusak bahaya kendara jalan timbul jadi gerak tindak lanjut terimakasih,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
"simpang 4 ini disederhanakan, bikin macet dan ruwet, dikasih corn dan tali",Arus Lalu Lintas,7,simpang sederhana bikin macet ruwet kasih corn tali,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
"permasalahan: jalan 2 arah untuk 1 kendaraan masing”, dibuat untuk parkir dan selalu macet dibuatnya. 1 jalur dipakai untuk parkir dan 1 jalurnya lagi untuk 2 arah kendaraan. bagaimana ini pak namanya jalan raya masa dibuat untuk parkir dan sempit. dan banyak yg buka lapak di jalur orang jalan kaki. jalan 1 arahpun dibuat 2 arah itu salah satu yg bikin macet pdahal sudah ada plank dilarang parkir dan satu arah. ditambah pak ogah yang suka bantu orang potong/curi jalan dari pademangan 4 ke arah apartemen rajawali + pak ogah yg suka palakin orang kalo ga dikasih uang nah ini salah satu yang membuat pademangan selalu macet karena pak ogah tsb membantu kendaraan untuk lewat/motong jalan harapan:semoga jalan raya pademangan dari pademangan 1 pademangan 2 pademangan 3 pademangan 4 dan pasar semua bisa tertatah rapih, dan jalanan bisa lancar. dikarenakan pademangan sangat padat penduduk, dan jalan raya sudah sempit hanya 2 jalur tapi dibuat semakin sempit, dan ketika dibersihkan parkir liar. jualan diatas trotoar. dan pak ogah tsb pasti pademnagan bebas dari macet",Arus Lalu Lintas,10,masalah jalan arah kendara parkir macet jalur pakai parkir jalur arah kendara nama jalan raya parkir sempit buka lapak jalur orang jalan kaki jalan arah arah salah bikin macet pdahal plank larang parkir arah tambah ogah suka bantu orang potong curi jalan pademangan arah apartemen rajawali ogah suka palakin orang kalo kasih uang salah pademangan macet ogah bantu kendara motong jalan harap moga jalan raya pademangan pademangan pademangan pademangan pademangan pasar tatah rapih jalan lancar pademangan padat duduk jalan raya sempit jalur sempit bersih parkir liar jual atas trotoar ogah pademnagan bebas macet,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"permasalahan: lampu lalu lintas mati semua warna (merah, kuning, dan hijau)",Perlengkapan Lalu Lintas,11,masalah lampu lintas mati warna merah kuning hijau,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
segera tindak lanjuti masalah belum adanya palang bus stop di depan indomaret tebet raya dan di seberangnya untuk rute transjakarta 5n (terminal kampung melayu - terminal ragunan).,Transportasi Publik,17,tindak lanjut palang bus stop indomaret tebet raya seberang rute transjakarta n terminal kampung melayu terminal ragunan,"['bus', 'stop', 'jak', 'rute', 'tumpang']"
mohon sisa aspshalan tambalan galian yg rusak segera dibenahi dengan penghapusan kembali. setia menanti dan menunggu. thanks dinas bina marga,Jalan,14,mohon sisa aspshalan tambal gali rusak benah hapus setia tunggu thanks dinas bina marga,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
banyak sampah dan lumpur mohon dikeruk yaaa para petugas yang terhormat terima kasih segera tindak lanjuti masalah,"Saluran Air, Kali/Sungai",3,sampah lumpur mohon keruk tugas hormat terima kasih tindak lanjut,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
mohon diasphal beton lagi? karna alama lama rusak kena truk dan kendaraan berat lainnya beton rusak dekat lampu merah,Jalan,14,mohon diasphal beton karna alama rusak kena truk kendara berat beton rusak lampu merah,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
"setia menunggu di tambal kerusakan jalan atau bekas galian , thanks dinas bina marga",Jalan,14,setia tunggu tambal rusa jalan bekas gali thanks dinas bina marga,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
mohon dikordinasi ke badan pendapatan propinsi soal nusantara teve di wilayah kayu putih bukan cempaka putih timur kok sudah lama belum ada jawaban bayar pajak . masalahnya nusantara teve di cempaka putih tengah juga melanggar zona wilayah pemukiman ada kantor super besar,Keluhan Pelayanan ,26,mohon dikordinasi badan dapat propinsi nusantara teve wilayah kayu putih cempaka putih timur bayar pajak nusantara teve cempaka putih langgar zona wilayah mukim kantor super,"['unjuk', 'bangun', 'ijin', 'lurah', 'duga']"
"permasalahan: permasalahan: apakah memang bus transjakarta 8 (pukul 08.20 wib) arah lebak bulus datang setiap 20 menit sekali? antrian sampai sepanjang ini dan ketika bus datang masih dalam keadaan penuh? tolong diperbaiki rotasi busnya, perputaran waktu, dan produktifitasnya agar pengguna merasa nyaman. saya sudah melihat 4 kali bus transjakarta 8 ke arah pasar baru di halte kebayoran lama koridor 8, namun mengapa ke arah lebak bulus malah jarang melintas?",Transportasi Publik,17,masalah masalah bus transjakarta arah lebak bulus menit antri bus penuh tolong baik rotasi bus putar produktifitasnya guna nyaman kali bus transjakarta arah pasar halte kebayoran koridor arah lebak bulus jarang lintas,"['bus', 'stop', 'jak', 'rute', 'tumpang']"
sampah dibiarkan ditaruh ditepi jalan. ada pelanggaran segera tindak lanjuti masalah masalah ini terjadi saat butuh segera ditindaklanjuti karena mengganggu,Sampah ,20,sampah biar taruh tepi jalan langgar tindak lanjut butuh ditindaklanjuti ganggu,"['tindak', 'butuh', 'ditindaklanjuti', 'langgar', 'jalan']"
"tumpukan sampah, ada pelanggaran segera tindak lanjuti masalah masalah ini terjadi saat butuh segera ditindaklanjuti karena mengganggu kebersihan lingkungan",Sampah ,3,tumpu sampah langgar tindak lanjut butuh ditindaklanjuti ganggu bersih lingkung,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
"gerobak, perabot, meja kursi pkl liar dibiarkan seenaknya ditaruh diatas saluran air dan badan jalan, nempel tembok pagar kantor kelurahan cawang, dugaan kuat indikasi pembiaran krn ada pungli ke oknum??? butuh segera ditindaklanjuti karena mengganggu ketertiban umum dan kebersihan lingkungan.",PKL Liar,23,gerobak perabot meja kursi liar biar taruh atas salur air badan jalan nempel tembok pagar kantor lurah cawang duga kuat indikasi biar pungli oknum butuh ditindaklanjuti ganggu tertib bersih lingkung,"['cawang', 'liar', 'biar', 'jalan', 'lurah']"
"mhn kpd dinas bina marga kec/wali kota jakbar , masalah tiang listrik atau telkom dll yg sdh miring ada beberapa tempat/bukan hanya 1 tempat mhn utk di perbaiki , khawatir roboh menimbulkan masalah...terima kasih segera tindak lanjuti masalah",Jaringan Listrik ,11,mhn dinas bina marga camat wali kota jakbar tiang listrik telkom miring mhn baik khawatir roboh timbul terima kasih tindak lanjut,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
butuh segera ditindaklanjuti karena kaca cermin cembung tersebut sudah buram dan tidak terlihat kalau ada kendaraan dari arah lain,Jalan,4,butuh ditindaklanjuti kaca cermin cembung buram kendara arah,"['tolong', 'rusak', 'jalan', 'lampu', 'tiang']"
butuh segera ditindaklanjuti karena segera tindak lanjuti masalah,Pohon,20,butuh ditindaklanjuti tindak lanjut,"['tindak', 'butuh', 'ditindaklanjuti', 'langgar', 'jalan']"
banyak titik jalan berlubang di jalan sini agar dapat ditambal terutama dekat pembatas jalan,Jalan,1,titik jalan lubang jalan tambal batas jalan,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
"ada pelanggaran.. yuhui nangningnong ... laporin online lagi biar mikir dan dibaca semua orang xxxx begini nih kerjanye orang pemerintahan xxxx tralala xxxx sampah fully ignore. petugas pada tidur? makan gaji buta? pengelola rusun juga diem bae. ini rusun tempat tinggal atau tps tempat pembuangan sampah? kami tinggal di rusun ini bayar. bukan gratis. uang yang kami bayarkan setiap bulan lari kemana. dikorupsi masuk perut pribadi? ngurusin sampah saja pengelola rusun ga bisa.lebih baik petugas perumnas rusun bci resign saja atau dipindah tugaskan kebantar gebang supaya merasakan setiap hari seperti kami yang selalu mencium sampah ber bau busuk bau bangke atau nunggu semua para penghuni mem viral kan dulu disosmed,baru bergerak untuk bekerja dan berbenah. kami diam in perihal sampah malah makin numpuk sampahnya dan petugas rusun makin acuh. pengelola nagih uang sewa cepet bener,telat dikit didenda,tapi pelayanan tidak diperbaiki. harus disidak nih petugas rusun dan dikasih peringatan keras agar berbenah. uang yang kami bayarkan menjadi uang haram buat petugas rusun kerjanya ga beres xxxx uhuyyy xxxx ada pelanggaran...",Sampah ,3,langgar yuhui nangningnong laporin online biar mikir baca orang x kerjanye orang perintah x tralala x sampah fully ignore tugas tidur makan gaji buta kelola rusun diem bae rusun tinggal tempat buang sampah buang sampah tinggal rusun bayar gratis uang bayar lari mana korupsi masuk perut pribadi ngurusin sampah kelola rusun tugas perumnas rusun bci resign pindah tugas bantar gebang rasa cium sampah ber bau busuk bau bangke nunggu huni mem viral disosmed gerak benah diam in perihal sampah numpuk sampah tugas rusun acuh kelola nagih uang sewa cepet telat dikit denda layan baik disidak tugas rusun kasih ingat keras benah uang bayar uang haram tugas rusun kerja beres x uhuy x langgar,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
"mohon perhatiannya untuk piket pembersihan toilet bisa sering2. saya hendak ke toilet urung karena toilet keduanya penuh kotoran, tidak disediakan juga tisu toilet.",Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan (PPSU),17,mohon perhati piket bersih toilet toilet urung toilet penuh kotor sedia tisu toilet,"['bus', 'stop', 'jak', 'rute', 'tumpang']"
"lampu pju di sepanjang jalan komplek lemigas c , sejak dari gapura rw.09 kel cipulir hingga ke batas permukman di ujung komplek &amp; depan pasar cidodol juga komplek lemigas c (di belakang ps cidodol) : mati/padam , sejak pk.18.00 wib , hr senin, 20 januari 2025.",Jalan,11,lampu terang jalan umum jalan komplek ligas c gapura lurah cipulir batas permukman ujung komplek amp pasar cidodol komplek ligas c ps cidodol mati padam pk hr senin januari,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"lampu penerangan jalan di jalan gandaria 2 no.9 didepan simetri coffee mati mohon bantuannya segera kepada pihak terkait untuk memperbaiki, terima kasih.","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11,lampu terang jalan jalan gandaria nomor depan simetri coffee mati mohon bantu kait baik terima kasih,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
"segera tindak lanjuti masalah begitu banyak sepeda yang berjualan atas bernamakan kopi jago. apakah mereka punya ijin sehingga bisa berjualan layak pedagang kaki lima? hampir semua kopi jago yang berjualan, mereka berjualan diatas fasilitas umum. sangat meresahkan masyarakat apabila mereka bisa berjualan dengan bebas. mohon segera ditindak dan biro pemerintahan jangan langsung menyetujui pelaksaan dari instansi terkait tapi biro pemerintahan liat langsung dan awasi. jakarta menyala!",PKL Liar,10,tindak lanjut sepeda jual nama kopi jago ijin jual layak dagang kaki kopi jago jual jual atas fasilitas resah masyarakat jual bebas mohon tindak biro perintah langsung tuju laksa instansi kait biro perintah liat langsung awas jakarta nyala,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"sampah depan rumah tertutup , ada busa bekas, dan bekas lainnya ky bantal,plastik dll diangkut tuanks",Sampah ,14,sampah rumah tutup busa bekas bekas ky bantal plastik angkut tuanks,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
pohon di luar kompleks tingginya sudah sampai mengenai kabel listrik. mohon ditebang,Pohon,6,pohon kompleks tinggi kabel listrik mohon tebang,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
butuh segera ditindaklanjuti oleh bapak-bapak dishub dan kepolisian jakut karena mengganggu pengguna jalan lain. terutama saat jam pulang kerja menjadi penyumbang kemacetan saat keluar tol. ada pelanggaran pengguna supir-supir kontainer.,Parkir Liar,10,butuh ditindaklanjuti dishub polisi jakut ganggu guna jalan jam pulang kerja sumbang macet tol langgar guna supir supir kontainer,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
spanduk liar tiga spanduk liar di tiang dalam 1 frame,Reklame/Spanduk ,36,spanduk liar spanduk liar tiang frame,"['liar', 'spanduk', 'rokok', 'iklan', 'baliho']"
spanduk liar spanduk liar poli-tikus sampah di tiang,Reklame/Spanduk ,36,spanduk liar spanduk liar pol tikus sampah tiang,"['liar', 'spanduk', 'rokok', 'iklan', 'baliho']"
kapan tuntas adajya aktivitas anak muda di belokan depan spbu pertamina,Gangguan dan Kebisingan  ,14,tuntas adajya aktivitas anak muda belok spbu pertamina,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
tempat mobil jalan terus jd stuck karna dipake naik turun penumpang gabener jd macet yg seharusnya ga macet ini manajemen tlg tegas ke taxi dan online,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",10,mobil jalan stuck karna dipake turun tumpang gabener macet macet manajemen tolong taxi online,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"duren tiga raya sambo 🚩🚩 spanduk rokok melintang di tengah jalan spanduk/poster/mokeup rokok melanggar : - perda no.9/2014 tentang penyelenggaraan reklame, - pergub no.1/2015 tentang larangan penyelenggaraan reklame rokok di media luar ruang, - pergub 148/2017 pasal 45 yg menyatakan penyelenggara dilarang menyelenggarakan reklame rokok atau zat adiktif baik di ruang indoor maupun outdoor.",Kawasan Dilarang Merokok,50,duren raya sambo spanduk rokok lintang jalan spanduk poster mokeup rokok langgar perda nomor selenggara reklame pergub nomor larang selenggara reklame rokok media ruang pergub pasal selenggara larang selenggara reklame rokok zat adiktif ruang indoor outdoor,"['selenggara', 'rokok', 'reklame', 'pergub', 'larang']"
sampah kaca dibuang oleh orang tidak dikenal. mohon dibantu dibersihkan karena berbahaya,Sampah ,3,sampah kaca buang orang kenal mohon bantu bersih bahaya,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
"kombinasi putaran motor, jalan menyempit dan pak ogah buat macet.",Keluhan Pelayanan ,7,kombinasi putar motor jalan sempit ogah macet,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
"setiap hari banyak sekali pemotor motong lawan arus di putaran ini. selain bikin macet, ini juga bahaya sekali untuk pengguna jalan dari arah sebaliknya. tolong solusinya. sekedar saran, mungkin betonnya bisa diperpanjang sampai hampir ujung supaya celah lawan arus pemotor ini makin susah.",Perlengkapan Lalu Lintas,10,motor motong lawan arus putar bikin macet bahaya guna jalan arah tolong solusi dar saran beton panjang ujung celah lawan arus motor susah,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
4 pju di taman al ikhlas dibungkus pohon. segera lakukan penopingan agar terang dan aman,Pohon,16,terang jalan umum taman ikhlas bungkus pohon laku penopingan terang aman,"['pohon', 'terang', 'jalan', 'pangkas', 'bungkus']"
"there is a violation, perlindungan anak usia dini di bawah umur, dipekerjakan menjual tissue.",Perlindungan Korban Tindak Kekerasan,19,there is a violation lindung anak usia umur kerja jual tissue,"['because', 'needs', 'action', 'urgent', 'is']"
terjadi lagi pereman yg mambuat jalan di trotoar seperti ini. pot tadi nya ada 2 sekarang ada 1 mohon di tindak tegas oknum tersebut dan jika mau menangkap atau datang ke tkp saat jam macet pulang kerja...,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",10,rem mambuat jalan trotoar pot mohon tindak oknum tangkap tempat jadi perkara jam macet pulang kerja,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
help. sepanjang jalan krendang barat maet total. ga gerak sama sekali. tlg pihak terkait untuk uraikan macet parah ini.,Jalan,7,help jalan krendang barat maet total gerak tolong kait urai macet parah,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
"dinas perhubungan bener-bener tidak bisa kerja ya, pelanggaran seperti ini aja masih ada terus yg parkir di tempat tersebut, tolong dong di tindak tegas oknum polisi yg parkir di tempat tersebut!!! bener di tindak tegas agar tidak parkir disana lagi!!!! saya sudah bikin laporan ini udah lebih dari 10x masih aja parkir disana!!!",Parkir Liar,10,dinas hubung kerja langgar parkir tolong tindak oknum polisi parkir tindak parkir sana bikin lapor udah x parkir sana,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
mohon di review untuk lampu lalu lintas di bundaran senayan agar sekiranya dapat memprioritaskan tj ! rush hour kita jadi suka kejebak lama. saya rasa ini masalah bertahun yang ga di solve. mohon kebijaksanaan stakeholders untuk bijak memprioritaskan transportasi umum ;),Transportasi Publik,7,mohon review lampu lintas bundar senayan prioritas tj rush hour suka jebak tahun solve mohon bijaksana stakeholders bijak prioritas transportasi,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
k5 berjualan di badan jalan segera tindak lanjuti masalah..,PKL Liar,10,k jual badan jalan tindak lanjut,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"lampu lalu lintas warna kuning dan hijau menyalanya berbarengan, mohon diperbaiki.",Perlengkapan Lalu Lintas,7,lampu lintas warna kuning hijau nyala bareng mohon baik,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
tanaman liar di selokan membuat banjir segera tindak lanjuti masalah,Sampah ,3,tanam liar selokan banjir tindak lanjut,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
sampah .. segera tindak lanjuti masalah ...........,Sampah ,3,sampah tindak lanjut,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
"lampu merahnya miring, tidak menghadap lurus. sepertinya kena angin",Perlengkapan Lalu Lintas,4,lampu merah miring hadap lurus kena angin,"['tolong', 'rusak', 'jalan', 'lampu', 'tiang']"
"ada pelanggaran, melawan arus setiap hari, entah pagi, siang maupun sore .. mohon untuk para petugas buat aturan yang baku supaya pelanggar yang melawan arus kapok tidak menggulanginya lagi .. terimakasih",Keluhan Pelayanan ,7,langgar lawan arus pagi siang sore mohon tugas atur baku langgar lawan arus kapok menggulanginya terimakasih,"['macet', 'jalan', 'arah', 'lampu', 'mohon']"
"permasalahanya. : 1. wajib untuk verifikasi ulang atau cek kembali lokasi aduan menggingat lampu keadaan masih mati foto harus sesuai realtime lokasi aduan ,, jangan kamuflase foto timestamp nya 2. lampu pedestrian atau lampu pejalan kaki masih keadaan masih mati belum memenuhi kreteria ketuntasan di lapangan nya. dinas bina marga jakarta pusat harus foto timestamp sesuai dengan desprisi aduan jangan kamuflase timestamp lokasi 3. tupoksi dinas bina marga jakarta pusat",Jaringan Listrik ,53,permasalahanya wajib verifikasi ulang cek lokasi adu menggingat lampu mati foto sesuai realtime lokasi adu kamuflase foto timestamp lampu pedestrian lampu pejal kaki mati penuh kreteria tuntas lapang dinas bina marga jakarta pusat foto timestamp sesuai desprisi adu kamuflase timestamp lokasi tupoksi dinas bina marga jakarta pusat,"['adu', 'lampu', 'marga', 'jakarta', 'bina']"
tukang sampah bukannya membersihkan sampah malah merusak kebersihan dan ketertiban lingkungan dg setiap hari taruh motor pengangkut sampah dg gerobaknya setiap hari di jalanan.,Sampah ,23,tukang sampah bersih sampah rusak bersih tertib lingkung taruh motor angkut sampah gerobak jalan,"['cawang', 'liar', 'biar', 'jalan', 'lurah']"
pemasangan bendera partai dipaku di pohon .. ada pelanggaran.,Pohon,36,pasang bendera partai paku pohon langgar,"['liar', 'spanduk', 'rokok', 'iklan', 'baliho']"
sepanjang jalan gedung kesenian dan kantor pos hancur dan lubang semua mengapa dibiarkan saja kadis binamarga semua jalan berlubang di jakarta,Jalan,1,jalan gedung seni kantor pos hancur lubang biar kad binamarga jalan lubang jakarta,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
permasalahan: lampu jalan mati..ada tukang untuk perusahaan air minum bekerja tapi penerangan kurang sangat berbahaya,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11,masalah lampu jalan mati tukang usaha air minum terang bahaya,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
tumpukan karung puing dan sampah segera tindak lanjuti masalah,Sampah ,3,tumpu karung puing sampah tindak lanjut,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
"tumpukan puing, karung. styrofoam membuat kumuh ..",Sampah ,14,tumpu puing karung styrofoam kumuh,"['sampah', 'air', 'hujan', 'mohon', 'jalan']"
"segera tindak lanjuti masalah tagihan pam yg 2 bulan ini sangat diluar nalar kenaikan nya, biasanya saya hanya membayar 200-300rb/bln, tp semenjak bulan lalu maret 2025 naik jd 700rb dan bulan april ini 2,5jt, saat diperiksa petugas bulan lalu sebelum lebaran katanya ada kebocoran pelampung, setelah itu air sudah tidak lg menggenang di toren bawah (seperti yg tertera di foto) padahal saya belum ganti pelampung, yg artinya bahwa tdk ada masalah dgn pelampung tp alasan mereka selalu di pelampung, pdhl saya tiap tahun gonta ganti pelampung toren bawah. dan bulan ini pecah rekor tagihan saya total 3,2jt (krn bulan lalu yg tagihan 700rb di hold dulu). saya baca komentar di akun instagram pam jg banyak yg mengeluh hal yg sama. ada permainan apa pam ini sampai begitu tega nya mempermainkan masyarakat dgn cara seperti ini, sementara ekonomi sedang tidak baik2 saja? jujur saya tidak mampu dan tidak rela membayar tagihan sebesar ini. mohon ditindak lanjuti segera. terimakasih",PDAM/PAM,3,tindak lanjut tagih pam luar nalar naik bayar rb bln semenjak maret rb april jt periksa tugas lebaran bocor pelampung air genang toren tera foto ganti pelampung pelampung alas pelampung pdhl gonta ganti pelampung toren pecah rekor tagih total jt tagih rb hold baca komentar akun instagram pam jg keluh main pam tega main masyarakat ekonomi jujur rela bayar tagih mohon tindak lanjut terimakasih,"['sampah', 'air', 'salur', 'mohon', 'tindak']"
"butuh segera ditindaklanjuti karena lihatlah kembali terulang lagi. begitulah kalau hanya sekedar edukasi/ himbauan, dan tidak ada ketegasan dari petugas. masyakaratpun akan mengulangi perbuatan yang sama kembali kalau petugasnya tidak bisa tegas jangan hanya foto² tapi harus ambil sikap tegas !!!!!! tolong dengan sangat agar lebih tegas dalam menangani kasus, kalau tidak tegas akan terulang terus menerus. percuma ada baliho parkir liar dikenakan denda tapi apa liat sendiri bagaimana tidak ada takutnya dengan hanya ancaman tulisan! sekali lagi tolong tindak dengan tegas!!!!!",Parkir Liar,10,butuh ditindaklanjuti lihat ulang dar edukasi himbauan tegas tugas masyakaratpun ulang buat tugas foto ambil sikap tolong tangan ulang terus baliho parkir liar kena denda liat takut ancam tulis tolong tindak,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"ada pelanggaran tidak menunaikan membayar hak karyawan di mulai sejak sebelum covid. dimana orang tua tertahan uang makannya saja jika di total ± rp.40.000.000 diluar gaji pokoknya. bahkan 3 bulan belakangan ini perusahaan juga tetap meremehkan haknya sebagai perusahaan, ayah saya dan karyawan lainnya tidak mendapatkan gaji 3 bulan belakangan ini. belum lagi perusahaan selalu telat dalam membayar gaji karyawan. hal ini harus cepat di tangani karena perkara ini kami sekeluarga menjadi banyak utang. tolong bantuannya pemerinta bantu kami untuk mendapatkan hak kami agar kami bisa melunasi utang kami. terima kasih",Hubungan Pekerja-Pengusaha ,13,langgar tunai bayar hak karyawan covid mana orang tua tahan uang makan total rp luar gaji pokok usaha remeh hak usaha ayah karyawan gaji usaha telat bayar gaji karyawan cepat tangan perkara keluarga utang tolong bantu pemerinta bantu hak lunas utang terima kasih,"['seman', 'lurah', 'jakarta', 'lapor', 'dki']"
depan la rocca resto amblas bagian tengah banyak motor twrgelincir. tl segera,Jalan,1,la rocca resto amblas motor twrgelincir tolong,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
kacau sekali kerja sudin binamarga jakut baru semalam tl malam ini mati lagi kerja asal2an terus. kasudin kasatpel melakukan pembiaran semua lampu mati jalan rusak dimana2,Jalan,11,kacau kerja sudin binamarga jakut malam tolong malam mati kerja an kasudin kasatpel biar lampu mati jalan rusak mana,"['lampu', 'mati', 'jalan', 'terang', 'mohon']"
segera tindak lanjuti masalah sepeda motor dan bajaj yang melawan arah di trotoar.,Jalan,10,tindak lanjut sepeda motor bajaj lawan arah trotoar,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
"tolong segera perbaiki trotoar di sini, sangat membahayakan pejalan kaki saat hujan deras karena lubang dan tutup gorong-gorong yang tidak menempel rapat ke tanah",Jalan,1,tolong baik trotoar bahaya pejal kaki hujan deras lubang tutup gorong gorong tempel rapat tanah,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
"mohon untuk dipangkas bagian semak pohon disepanjang jalan ini, agar para pejalan kaki tidak risih untuk melintas. terima kasih keterangan tambahan mohon untuk dikerjakan pada ppsu, dan bukan tugas dan wewenang bina marga",Trotoar,6,mohon pangkas semak pohon panjang jalan pejal kaki risih lintas terima kasih terang tambah mohon ppsu tugas wewenang bina marga,"['pohon', 'kabel', 'mohon', 'bahaya', 'jalan']"
"halte tidak ada lampu, mohon tl untuk pemesanan lampu","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",1,halte lampu mohon tolong mesan lampu,"['jalan', 'lubang', 'bahaya', 'rusak', 'mohon']"
"parkir liar berderet panjang bajaj sepanjang jalan depan stasiun cikini, sangat mengganggu lalu lintas dan mengakibarkan kemacetan jalan.",Parkir Liar,10,parkir liar deret bajaj jalan stasiun cikini ganggu lintas mengakibarkan macet jalan,"['parkir', 'jalan', 'liar', 'tindak', 'mobil']"
ada prostitusi dan tppo disini. sebelum masuk security nya ketat. kamera ditutup. tapi jgn kuatir saya pake spycam. ada bukti prostitusi bisa ngentot dalam kamar hotel. ini pemprov harus berani kyk anies baswedan tutup maksiat alexis. pramono sebagai gubernur harus berani. kalo ga berani ganti anies aja. saya riski wartawan aneka fakta dan corong aspirasi berada di garda terdepan utk menyuarakan hati nurani masyarakat. saya tidak takut sama sekali sama naga di belakang malio. siap ganyang prostitusi. hey pemprov jgn takut ya. kami aneka fakta dan corong aspirasi siap membackup kalian menutup maksiat seperti malio hotel. riski aneka fakta/corong aspirasi 085211510139 atau 085219598963,Gangguan dan Kebisingan  ,26,prostitusi tppo masuk security ketat kamera tutup kuatir pake spycam bukti prostitusi ngentot kamar hotel perintah provinsi berani kyk anies baswedan tutup maksiat alexis pramono gubernur berani kalo berani ganti anies riski wartawan aneka fakta corong aspirasi garda depan suara hati nurani masyarakat takut naga malio ganyang prostitusi hey perintah provinsi takut aneka fakta corong aspirasi membackup tutup maksiat malio hotel riski aneka fakta corong aspirasi,"['unjuk', 'bangun', 'ijin', 'lurah', 'duga']"
