content,category,cluster
there is a violation follow up on this issue this issue occurred when needs urgent action because langganan,Parkir Liar,19
"bukan hanya kelurahan semanan saja yang saya berikan saran, tetapi juga direktorat jenderal pajak saya berikan saran berkaitan dengan sistem. jika saran tersebut baik dan membangun supaya kedepannya lebih baik dan lebih membangun, kenapa gak di lakukan ??? jangan pernah asn menyepelekan ppsu semanan, apalagi soal pengabdian. saya orang pertama yang membela teman teman saya atas pengabdian mereka di wilayah kelurahan semanan terima kasih create pelapor: irwansyah saaban",Keluhan Pelayanan ,13
mohon untuk rapihkan kabel kabel yang berantakan. segera tindak lanjuti masalah ini,Jaringan Listrik ,6
pekerjaan pemasangan pam sudah selesai 3hari yang lalu sampai hari ini belum di rapihkan. dan ini berada di beberapa titik dan semua titik belum ada yang di rapihkan,Jalan,45
"banyak sampah daun dan plastik dll, tolong dibersihkan, ter8ma kasih",Sampah ,37
sampah diatas sal air: sisa puing besar dan kecil. hasil tindaklanjut bukan dialog telpon bahwa akan diangkut atau selfie gak jelas tafsiran mimpi sudah diberi peringatan di pergub 221/2009 tapi surtabtertulis karna apapun melamggar lingkungan hidup nama jelas terlapor mesti diexpose karna sudah lama,Gangguan dan Kebisingan  ,14
lampu warna hijau di tiang sebelah kanan mati .....,Perlengkapan Lalu Lintas,11
lampu pju mati. mohon atensinya. terimakasih atas bantuannya,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
pju mati tolong ditindaklanjuti. terimakasih atas bantuannya,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
ppsu harap di babat dan dibersihkan agar bersih dari tanaman liar,Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan (PPSU),39
"butuh segera ditindaklanjuti karena sudah menghalangi jalan yang ada. ojek, angkot dan mobil-mobil online ngetam disini sehingga mengganggu perjalanan kendaraan lain",Arus Lalu Lintas,10
"lorong nya gelap (yang dekat pintu gerbang) untuk pejalan kaki/pengguna jalan, tolong dipasang satu lampu penerangan. terima kasih.",Jalan,4
banyak pohon membungkus lampu jalan hingga tidak terlihat harap tl segera,Pohon,16
"penerangan jalan umum (pju) mati/tidak berfungsi sejak 28 apr 2025. kondisi jalan yg gelap total pada malam hari tidak hanya menggangu aktivitas warga tetapi juga meningkatkan potensi terjadi nya tindak kriminal,kecelakaan, dan gangguan keamanan lainnya. mohon agar pihak terkait sudin bina marga jakarta barat dapat segera melakukan pengecekan dan perbaikan. demi terciptanya lingkungan yg aman dan tertib","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
driver rute 1p dg no tj-0765 bawa bus nya tidak halus. injak gas spontan sehingga penumpang yang berdiri sering hampir jatuh. kejadian sekitar pukul 07.30 antara dukuh atas sampai monas. mohon di beri pelatihan kembali. terima kasih,Transportasi Publik,17
"kami memohon untuk memperhatikan lagi fasilitas yang ada, khususnya buletan kaca yang letaknya di pertigaan jalan","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",4
"marka jalan di sepanjang jalan ini pada kedua arah jalan sudah pudar, mohon dapat dilakukan pengecatan marka jalan kembali",Jalan,45
"needs urgent action cause tata ruang sisi belum unjuk ijin pbg ke ruang publik, dan hal lainnya. sebagai kode etik benar gak konsisten dengan imb /pbgbnontinggal atau tinggal?",Tata Ruang dan Bangunan ,26
permasahannya : 1. lampu selasar halte tirta pancoran jakarta selatan mati segera di perbaikin 2. pihak skpd wajib verifikasi ulang atau cek kembali lokasi aduan menggingat lokasi lampu tersebut harus memenuhi kreteria ketuntasan di lapangan nya 3. tupoksi dinas bina marga jakarta selatan,Jaringan Listrik ,53
laporan ke 10 .. dampak pkl yg masih mangkal dilokasi laporan yg sama. seakan satpo pp mental tempe kaga berani bongkar pkl tersebut dan cuma foto doank kerjaanya. gw selalu foto sampai bersih dari penyakit pkl liar,PKL Liar,10
tolong diasphal. sbnarnya ini 2024 pernah dikeluhkan tambalan kecil makin banyak apalagi musim hujan. ttolomg,Jalan,14
ini melanggar peraturan perda dki no 5 th 2012 (perda dki jakarta 5/2012) tepatnya pada pasal 140 yg bunyinya setiap orang atau badan usaha pemilik kendaraan bermotor wajib memiliki menguasai garasi .setiap orang atau badan usaha pemilik kendaraan bermotor dilarang menyimpan kendaraan bermotor diruang milik jalan serta setiap pemilik kendaraan atau badan usaha yg akan membeli kendaraan wajib memiliki atau menguasai garasi untuk menyimpan kendaraannya yg dibuktikan bukti kepemilkan garasi dari kelurahan setempat segera tindak lanjuti masalah,Arus Lalu Lintas,34
mengupdate laporan jk2303060095 jk2310010297 jk2407230159 jk2407240177 jk2407250059 dll toko bangunan pusaka jaya selalu menaruh bahan bangunan dan mobil angkutan di trotoar menutupi akses pejalan kaki. sudah berkali2 diingatkan tetapi terus dilanggar.,Trotoar,30
segera tindak lanjuti masalah lubang di jalan agar tidak membahayakan,Jalan,3
ada sampah daun tolong diangkat dan di tl terima kasih.,Sampah ,37
"mohon di tidak lanjutin karena udh ada korban terjatuh dan kakinya patah, ditambah ya jangan pake yang mudah ancur dan hilang",Jalan,1
ratusan pju didanau dibiarkan mati binamarga. banyak maksiat,Jalan,11
butuh segera ditindaklanjuti karena saluran got banyak sampah,Sampah ,3
ada saluran air yang terbuka sisi jalan puri kembangan dekat pertigaan britz hotel ( sebelumnya fave hotel puri indah ) segera tindak lanjuti masalah segera tindak lanjuti masalah segera tindak lanjuti masalah,Jalan,11
segera tindak lanjuti masalah lampu penerangan jalan ini mati sepanjang jalan ini arah lurus maupun belok lampu penerangan jalan ini mati,Jalan,11
mohon dapat dibuatkan jpo dari cipinang besar selatan kp jembatan menuju jl pedati cipinang cempedak. jika menyebrang jalan serasa bertaruh nyawa sangat berbahaya karena mobil motor melaju sangat kencang. terima kasih,Jembatan/JPO/Halte,7
jadi air sudah tidak mengalir sejak setahun lalu .dan pembayaran bulanan tetap jalan .sudah pernah dilaporkan cuma belum ada tindak lanjut ..mohon di tl bapak ibu ya... terimakasih,PDAM/PAM,3
banner2 sumbangan komersil liar tanpa ijin dipasang di tiang lampu pengatur lalu lintas dan pohon2 di atas trotoar di pinggir jalan umum. sangat melanggar aturan dan mengotori fasum/fasos. tolong ditertibkan sesuai peraturan yg berlaku.,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",30
mohon dilakukan penebangan pohon sudah tinggi takut patah mengganggu kabel listrik,Pohon,6
masih terpantau kotor kali ini dan tidak pernah bersih.. para petugas ppsu jugha setiap hari kaga pernah standby untuk menegur para warga yg sembarangan buang sampah.. seharusnya petugas standby disini,Sampah ,3
"tolong segera pastikan ketersediaan air untuk kamar mandi di halte velbak dan halte-halte lainnya selalu ada. air mati mulai jam 10:00an wib hari ini, 26 januari 2025",Jembatan/JPO/Halte,17
"jasa ekspedisi ini menggunakan 50 persen jalan untuk aktivitas bongkar muat, sudah lapor berkali kali tidak ada tindakan.",Jalan,10
"mobil parkir liar, menutupi setengah badan jalan. tolong ditindaklanjut segera",Gangguan dan Kebisingan  ,10
"kalibata utara ii 🚩 spanduk/poster/mokeup rokok melanggar : - perda no.9/2014 tentang penyelenggaraan reklame, - pergub no.1/2015 tentang larangan penyelenggaraan reklame rokok di media luar ruang, - pergub 148/2017 pasal 45 yg menyatakan penyelenggara dilarang menyelenggarakan reklame rokok atau zat adiktif baik di ruang indoor maupun outdoor.",Kawasan Dilarang Merokok,50
"alfamart kemuning ka 🚩 spanduk/poster/mokeup rokok melanggar : - perda no.9/2014 tentang penyelenggaraan reklame, - pergub no.1/2015 tentang larangan penyelenggaraan reklame rokok di media luar ruang, - pergub 148/2017 pasal 45 yg menyatakan penyelenggara dilarang menyelenggarakan reklame rokok atau zat adiktif baik di ruang indoor maupun outdoor.",Kawasan Dilarang Merokok,50
mohon bantuannya kepada dinas terkait butuh segera ditindaklanjuti karena pohon sudah tinggi dan melintang di atas kabel hingga menjulur ke badan jalan untuk menghindari hal yang tidak di inginkan seperti tumbang dan menimpa pengguna jalan.,Pohon,6
"lampu penerangan jalan umum (pju) di sepanjang jalan fatmawati raya, dalam lokasi foto dari golden fatmawati ke arah haji nawi, dalam kondisi mati lampu. mohon perbaikan. terima kasih","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
"beberapa kali naik jaklingko 51 rute taman kota jakbar budi luhur ciledug supirnya ugal-ugalan dan polisi tidur main hajar aja bikin penumpang gak nyaman, skrg di kwk 676 seperti itu. tolong supir 2 nya dibina agar penumpang merasa aman dan nyaman. terima kasih","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",17
banyak mobil selalj markir di pekarangan rumah orang sudah di tempel in rambu dilarang parkir masih aja markir sembarangan ganggu jalanan umum tolong pak dk tindak tegas bikin laporan 3x ini masih aja bandel laporan ke 2 tidak ad tindakan dari kelurahan sunter segera tindak lanjuti masalah butuh segera ditindaklanjuti karena,Parkir Liar,10
"masalah ini sudah dilaporkan berkali kali tapi tidak ada perbaikan permanen. setiap kali melewati jalan ini, pak.ogah memaksa semua pengemudi untuk mengindahkan lampu merah dengan paksaan bahkan ancaman, terkadang malah membuat lalu lintas kacau dan semua pengemudi menjadi seenaknya melanggar lampu lalu lintas. bagaimana bisa memajukan etika pengemudi kalo hal2 spt ini saja dibiarkan terus menerus?mohon diperhatikan. terima kasih",Arus Lalu Lintas,10
sisi kanan jalan aspal gelombang dan rusak ..........,Jalan,1
semua lampu pju dibungkus pohon sehingga gelap sekali,Pohon,16
permasalahanya. : 1. mulai dari spbu depan universitas sahid sampai dengan arah mau pemadam kebakaran lampu jalanan atau lampu pju mati berderet 2. wajib untuk verifikasi ulang pihak skpd atau cek lokasi aduan menggingat kondisi lampu pju mati berderet wajib untuk melihat kreteria ketuntasan di lapangan nya 3. tupoksi dinas bina marga jakarta selatan,Jaringan Listrik ,53
segera tindak lanjuti masalah jalan berlubang dalam dan penerangan minim,Jalan,1
pohon harap pangkas segera halangi pju sangat banyak,Pohon,16
ada sisa adukan semen di jalan segera tindak lanjuti masalah,Jalan,1
"pager bambu udah doyong / mau rubuh ke jalan ,akibat kena alat berat pt elnusa ,rawan kena pengendara motor atau pejalan kaki.. butuh segera ditindaklanjuti . terimakasih",Jalan,1
kabel menjuntai ke bawah hingga nyaris menutupi jalan. membahayakan pengendara yang lewat. mohon bantuannya untuk segera dirapihkan kabel² tsbt. terimakasih..,Jaringan/Menara Telekomunikasi,6
warung berjualan d trotoar bikin trotoar sempit sudah diperingatkan tp sama aj,Trotoar,10
"flyover tb simatupang arah ps rebo, lampu pju mati 1 titik, mohon untuk ditindaklanjuti, terimakasih...",Jaringan Listrik ,11
"umbul2 liar tanpa ijin sama sekali dipasang di tiang pju penerangan jalan umum, tiang listrik, tiang lampu pengatur lalu lintas dll di tenah2 jalan umum. ada umbul2 lain di sekitarnya yg bahkan menutupi lampu lalu lintas. daerah ini sangat sering terjadi pelanggaran2 serupa dan dari kelompok yg berbeda2. kebiasaan kampungan dan egois kelompok2 seperti ini melanggar aturan memasang atribut2 liarnya di ruang2 publik dan fasilitas2 umum, dll tanpa ijin dan melanggar peraturan dan hukum dengan alasan kegiatan agama. memakai sarana umum, fasos, fasilitas umum atau ruang publik untuk kepentingan kelompok atau pribadi tanpa ijin resmi memasang atribut sangat menyalahi aturan yg berlaku. mengacu pada pergub 244 pasal 52 ayat 1 disebutkan: setiap orang atau badan dilarang menempatkan atau memasang lambang, simbol, bendera, spanduk, umbul-umbul, maupun atribut-atribut lainnya pada pagar pemisah jembatan, pagar pemisah jalan, jalan, jembatan penyeberangan, halte, terminal, taman, tiang lampu, tiang listrik dan tempat umum lainnya. mengulur waktu penyelesaian laporan (termasuk mengaktifkan fitur esw) atau menyelesaikan laporan dengan alasan nanti pihak pemasang akan membongkar sendiri setelah acara bukanlah solusi yg benar dan bertanggung jawab. mari sama2 jadikan jakarta kota yg tertib untuk kebaikan bersama bukan hanya kepentingan pribadi atau kelompok.","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",30
butuh segera ditindaklanjuti karena penyebab kemacetan butuh segera ditindaklanjuti karena,Jalan,20
agus imron gultom selaku petahana rt.07 rw.08 kayu putih menyuap warga rt.07 dengan iming iming jalan jalan untuk memilih dirinya saat pemilihan rt.07 dan menjelekkan lawannya persaingan tidak sehat oleh agus imron gultom dan perilaku bangsat menghina calon ketua rt lain saat debat ketua rt 07 mohon ditindak kalo bisa dicopot jabatannya dan diblacklist supaya tidak pernah jadi ketua rt lagi karena pada saat dia menjabat rt 07 tidak ada kemajuan!! agus imron gultom ketua rt 07 rw 08 kayu putih pulo gadung beralamat di jalan waringin 4 nomor 12,Gangguan dan Kebisingan  ,13
"mhn dibantu dipasang cermin cembung dari dishub di tikungan pertigaan di depan itu, yg deket masjid. krn cermin yg sekarang bukan dari dishub dan sdh pecah padahal sangat penting cermin tsb di belokan yg hny muat 1 mobil ini. terima kasih",Jalan,4
mengupdate laporan jk2501240086 banner sumbangan komersil liar tanpa ijin kembali dipasang di pagar2 separator jalur busway di tengah2 jalan umum belum lama setelah ditindak lanjuti. sangat melanggar aturan dan mengotori fasum/fasos. tolong ditertibkan sesuai peraturan yg berlaku.,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",30
"coba pemda dki kalau mau berantas pungli, fasilitas pemda dki seharusnya tidak ada pungutan liar oleh security yang bekerja di gor ini, mereka berdiri di depan pagar terus kalau ada motor lewat berdiri dan meminta kepada masyarakat padahal mereka sudah dpat gaji dari pemda bukan ? segera tindak lanjuti masalah",Pungutan Liar,10
banner sumbangan komersil liar tanpa ijin dipasang di pohon dan tiang rambu lalu lintas di atas trotoar di tengah jalan umum. sangat melanggar aturan dan mengotori fasum/fasos. tolong ditertibkan sesuai peraturan yg berlaku.,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",30
"pju pada mati semua, mohon segera di tl! sangat gelap jadi harus merangkak~",Jaringan Listrik ,11
"banner sumbangan komersil liar tanpa ijin dipasang di tiang pju penerangan jalan umum, tiang listrik dan di tiang lampu pengatur lalu lintas di atas trotoar di pinggir jalan umum. sangat melanggar aturan dan mengotori fasum/fasos. tolong ditertibkan sesuai peraturan yg berlaku.","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",30
"terlalu banyak tiang listrik sepertinya dari para provider jaringan internet dan pln, mohon untuk dipikirkan dengan kebersihan dan keindahan. mohon dirapatkan di tingkat walikota untuk memanggil para pemilik tiang supaya melakukan perapihan terhadap terlalu banyaknya tiang listrik serta kabel yang berada diatas. jangan sampai jakarta sebagai global city menjadi kampung kota",Jalan,3
"banner sumbangan komersil liar tanpa ijin dipasang di taman separator jalan di pohon2, tiang2 marka jalan dan di fasum/fasos lainnya di sepanjang jalan. sangat melanggar aturan dan mengotori fasum/fasos. tolong ditertibkan sesuai peraturan yg berlaku.","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",30
"banner sumbangan komersil liar tanpa ijin dipasang di taman separator jalan di pohon2, dekat masjid, tiang2 marka jalan dan di fasum/fasos lainnya di sepanjang jalan. sangat melanggar aturan dan mengotori fasum/fasos. tolong ditertibkan sesuai peraturan yg berlaku.","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",30
ada pelanggaran parkir liar depan rumah orang. mengganggu akses jalan dan keluar masuk kendaraan kedalam rumah! sudah sering ditegur tapi masih mengulangi. mohon segera ditindak lanjuti karena mengganggu akses jalan! terima kasih,Parkir Liar,10
"pintu lift di jpo kebayoran halte transjakarta velbak selalu terkunci setiap hari sabtu dan minggu, padahal ada jam operasionalnya.menyulitkan lansia yang terpaksa harus naik turun tangga yang terjal.","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",17
"lampu jalan mati, sy foto dari sbrang karena kondisi disana gelap mohon bantu cek dan tindak lanjut terimakasih","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
parkir tidak menghormati orang lain.. alias tidak pakai otak,Gangguan dan Kebisingan  ,10
"pelangaran pkl masih terus berulang, msnyulitkan arus mobil 2 arah berlawanan.. kenapa terus terjadi apakah pemda tdk aktif awasi? menaruh dagangan barang2 kok bisa. kementerian pekerjaan umum dan perumahan rakyat (pupr) menjelaskan, aturan soal di perumahan itu tertuang dalam peraturan pemerintah no. 34 tahun 2006 tentang jalan pasal 38. &quot;setiap orang dilarang memanfaatkan ruang manfaat jalan sebagaimana dimaksud dalam pasal 34, pasal 35, pasal 36, dan pasal 37 yang mengakibatkan terganggunya fungsi jalan,&quot; adapun ruang manfaat jalan meliputi badan jalan, saluran tepi jalan, dan ambang pengamannya. ruang manfaat jalan merupakan ruang sepanjang jalan yang dibatasi oleh lebar, tinggi, dan kedalaman tertentu yang ditetapkan oleh penyelenggara jalan yang bersangkutan berdasarkan pedoman yang ditetapkan oleh menteri. selanjutnya dalam undang-undang nomor 38 tahun 2004 tentang jalan sebagaimana telah diubah beberapa kali terakhir dengan undang-undang nomor 2 tahun 2022 tentang perubahan atas undang-undang nomor 38 tahun 2004 tentang jalan pasal 12 ayat 1 disebutkan bahwa setiap orang dilarang melakukan perbuatan yang mengakibatkan terganggunya fungsi jalan di dalam ruang manfaat jalan. bila melanggar, ada sanksi yang tercantum dalam pasal 63 ayat 1. &quot;setiap orang yang dengan sengaja melakukan kegiatan yang mengakibatkan terganggunya fungsi jalan di dalam ruang manfaat jalan, sebagaimana dimaksud dalam pasal 12 ayat (1), dipidana dengan pidana penjara paling lama 18 (delapan belas) bulan atau denda paling banyak rp 1.500.000.000 (satu miliar lima ratus juta rupiah),&quot;",Jalan,34
permasalahanya : 1. lampu jalanan atau lampu pju mati satu titik 2. wajib untuk verifikasi ulang atau cek kembali lokasi aduan menggingat untuk melihat kreteria ketuntasan di lapangan nya 3. tupoksi dinas bina marga jakarta selatan mohon kepada pihak kelurahan tebet barat jakarta selatan untuk segera di tindak lanjutin laporan ini untuk segera di perbaikin lampu jalanan atau lampu pju tersebut yang mati satu titik kepada pihak dinas bina marga jakarta pusat untuk segera di tindak lanjutin laporan crm aduan ini &amp; cek lokasi aduan untuk segera di perbaikin &amp; monitoring hasil aduan nya terima kasih,Jaringan Listrik ,53
tolong d perbaiki sudah 3 minggu mati.. kmren udah laporan udah sya blg sekalian tpi ga d kerjain cuma yg d poto doang yg d kerjain,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",11
"iklan rokok lengkap tuh spanduk, poster, gantungan",Kawasan Dilarang Merokok,36
tadi saya mampir keburuan yang rumput pada tinggi ada pekerja yang biasa di sebut rt saya emang kuburan tinggi begini rt menjawab emang uda gt terus kerja yang kuburan itu kerja apa dan rt bilang bukan urusan saya oh gt saya kenapa bisa behitu.padahal org kuburam kerjanya pada meles ya uda gt pas saya lewat kantor pada lagi ngbrol di kabntor apakah itu para kerja kuburan kalai bisa males2 pecat masih banyak org yang mau kerja saya mohon tindakan untuk para kerja dan apa lagi yang nama rt bukan layanan kosumen yang baik dia acuh2 aja . segera tindak lanjuti masalah,TPU (Tempat Pemakaman Umum),13
sampah daun ranting menumpuk dan sampah di karung menumpuk belom ada yg mengambil pihak terkait butuh segera ditindaklanjuti karena segera tindak lanjuti masalah,Sampah ,3
"mohon bantuan dari instansi terkait untuk memperbaiki atau merapihkan kabel listrik yang terjuntai seperti ini,karena sangat berbahaya apalagi seperti sekarang musim hujan ditakutkan ada kabel yg sobek bisa sangat berbahaya",Jaringan Listrik ,6
"permasalahan: parkir pelanggan pandor sangat seing melimpah hingga parkir di badan jalan. apabila di hari kerja pada jam sibuk selalu menjadi penyebab kemacetan. jika pihak pandor tidak bisa memberikan solusi permanen atas parkir on street ilegal ini, sebaiknya lokasi usaha ditutup dan pindah ke tempat yang lebih layak. jangan membuat keuntungan dengan mengambil hak pengguna jalan umum.",Parkir Liar,10
"terdapat 2 report: 1. dahan pohon menghalangi papan plang arah 2. pohon yang terlalu lebat, jadi cukup membahayakan di musim hujan",Pohon,6
"tolong segera tindak lanjuti masalah jembatan yang ditutup pagar besi tersebut (harap segera dibuka kembali). karena hanya tawuran, kasihan para pejalan kaki lainnya jadi terhambat (sangat merugikan karena ditutup), akhirnya para pejalan kaki melewati flyover kalibata atas yang sangat tinggi resikonya karena memang jalan raya (entah itu nanti terserempet/ketabrak kendaraan² di flyover tersebut). saran saya untuk mengurangi hal-hal yang tidak diinginkan kembali terjadi, lebih baik di daerah tersebut setiap malam hari diadakan patroli/ditugaskan petugas keamanan (seperti polisi/satpol pp). terimakasih.",Jembatan/JPO/Halte,7
"gerobak, perabot meja kursi pkl liar secara permanen ditaruh setiap hari selama bertahun menutup saluran air dan badan jalan menempel tembok pagar gedung kantor kelurahan cawang. tanpa ada tindakan tegas dari jajaran lurah cawang dan satpol pp. apakah ada pembiaran krn dugaan pungli oknum terkait??? minta pemprov dki bisa turun tangan.",PKL Liar,23
tolong diperiksa dan dibenahi pemasangannya spy jgn terjeblos. saluran akan mampet dan sulit angkatnya kl sudah jeblos.trm ksh,Penanganan Banjir,35
"permasalahan: halo, butuh segera ditindaklanjuti berupa kebutuhan bantuan dapur umum dan bantuan pokok berupa obat-obatan, p3k &amp; sembako untuk warga terdampak penggusuran paksa di daerah jl tongkol dalem, pademangan jakarta utara. banyak warga yang sakit dan digigit tikus. sekarang musim hujan dan banyak warga yang kehujanan saat tidur. tolong ditindaklanjuti.",Bantuan Sosial,3
"sampah kaca, berbahaya, banyak anak anak mohin ditegur pemilik rumahnya there is a violation follow up on this issue needs urgent action because",Sampah ,19
banner sumbangan komersil liar tanpa ijin dipasang di tiang rambu jalan dan di tiang2 listrik di atas trotoar di pinggir jalan umum. sangat melanggar aturan dan mengotori fasum/fasos. tolong ditertibkan sesuai peraturan yg berlaku.,Sampah ,30
"umbul2 liar tanpa ijin dipasang di tiang lampu pengatur lalu lintas, tiang pju penerangan jalan umum, tiang listrik, di di tengah jalan umum. daerah ini sangat sering terjadi pelanggaran2 serupa dan dari kelompok yg berbeda2. kebiasaan kampungan dan egois kelompok2 seperti ini melanggar aturan memasang atribut2 liarnya di ruang2 publik dan fasilitas2 umum, dll. tanpa ijin dan melanggar peraturan dan hukum dengan alasan kegiatan agama. memakai sarana umum, fasos, fasilitas umum atau ruang publik untuk kepentingan kelompok atau pribadi tanpa ijin resmi memasang atribut sangat menyalahi aturan yg berlaku. mengacu pada pergub 244 pasal 52 ayat 1 disebutkan: setiap orang atau badan dilarang menempatkan atau memasang lambang, simbol, bendera, spanduk, umbul-umbul, maupun atribut- atribut lainnya pada pagar pemisah jembatan, pagar pemisah jalan, jalan, jembatan penyeberangan, halte, terminal, taman, tiang lampu, tiang listrik dan tempat umum lainnya. mengulur waktu penyelesaian laporan (termasuk mengaktifkan fitur esw) atau menyelesaikan laporan dengan alasan nanti pihak pemasang akan membongkar sendiri setelah acara bukanlah solusi yg benar dan bertanggung jawab. mari sama2 jadikan jakarta kota yg tertib untuk kebaikan bersama bukan hanya kepentingan pribadi atau kelompok tertentu.","Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",30
needs urgent action because. lampu lalu lintas rusak menyebabkan kemacetan,Jalan,7
"ini jalan diperuntukkan 2 jalan atau satu jalan? lantas kalo satu jalan kenapa pembatasnya seperti itu dan selalu dibiarkan mereka yang melawan arus, dan menurut saya pembatas jalan sudah tidak layak, tolong di tindaklanjuti dan di perhatikan segera tindak lanjuti masalah",Jalan,10
"mengupdate laporan jk2504220186 dan puluhan laporan2 sebelumnya, setiap hari bajaj2, motor2 ojol dan pkl liar selalu memenuhi trotoar bahkan sampai ke bahu jalan tanpa menyisakan ruang bagi pejalan kaki. seperti di foto aduan, lagi2 pejalan kaki musti melewati jalanan yg jg dilewati oleh kendaraan lain karena trotoar tidak bisa dilalui. ini sangat berbahaya untuk pejalan kaki dan pengendara lain yg melewati jalan tersebut. titik ini sudah dilaporkan puluhan kali dan dari dulu tetapi biasanya tindak lanjut hanya dilakukan penggebahan yg tidak menyelesaikan masalah. biasanya mereka akan langsung kembali setelah petugas meninggalkan lokasi. tidak ada ketegasan atau sanksibagi pelanggar sama sekali. tidak ada ocp atau pengangkutan kendaraan yg parkir liar atau pencabutan izin, mengakibatkan tidak takutnya para pelanggar dan akan terus diulangi kembali. ini adalah cerminan kualitas dari pejabat setempat dan petugas terkait di daerah ini. tidak serius dan tidak bertanggung jawab. tolong ditertibkan dengan tegas dan bukan berupa penggebahan basa basi yg tidak menyelesaikan masalah.",Trotoar,30
"ada pelanggaran, terlihat ada bangunan di atas jalan hingga ke bantaran sungai. sudah dilaporkan berkali-kali tapi bukannya dibongkar malah bertambah banyak bangunan sepanjang jalan dan bantaran.",Jalan,8
"mohon untuk di cek status lahan jalan tersebut. karena jalan sudah ada bertahun-tahun lalu, namun tiba-tiba ditutup. bukankah kalau sudah ada jalan inspeksi/jalan umum berarti lahan tersebut sudah dilakukan pembebasan oleh pemerintah?",Jalan,8
"perampasan badan jalan ala ""premanisme"" menutup setengah badan jalan hak akses warga, niat banget menggunakan portal utk menjadikan jalan umum menjadi garasi pribadi permanen utk usaha gudang. pembiaran lurah cawang thd perampasan jalan umum.",Parkir Liar,23
"permasalahan: permasalahan: permasalahan: tiang lampu pju tidak ada lampunya, mohon segera dipasang kembali lampunya",Jaringan Listrik ,4
"sebelum turunan jl gunuk raya, terdapat jalan berlubang, mohon untuk diperbaiki, terimakasih",Jalan,11
jalanan rusak tidak kunjung di perbaiki sudah lama sekali mohon untuk tindakan nya,Jalan,11
rt di apartemen puri park view telah kick saya dari wag. sudah ada laporan dan katanya rt dipanggil namun saya tetap tidak dimasukkan kembali ke wag rt. saya berusaha memberitahu warga bahwa pengelola apartemen telah mengabaikan keselamatan warga karena ada banyak infrastruktur tidak dirawat. dan minta bantuan rt untuk memihak warga dan membentuk p3srs. tambahan rt malah setuju saat pengelola melarang warga beli listrik saat tidak bayar asuransi yang tidak jelas polisnya. minta bantuan agar saya dimasukkan kembali ke wag dan tolong rt nya diganti sesuai dengan pilihan warga.,Konflik Sosial ,13
"terdapat coretan liar yang membuat estetika jalan menjadi rusak di kolong tol taman kota cattleya, minta tolong untuk dibersihkan. terima kasih.",Pekerja Penanganan Prasarana dan Sarana Umum Kelurahan (PPSU),3
"tempat naik dan turun penumpang di halte transjakarta kebayoran baru velbak 2 dijadikan tempat parkir liar, sehingga penumpang harus turun ke jalan untuk turun dan naik bis, sangat membahayakan, mohon untuk ditertibkan.",Parkir Liar,17
tolong di tindak jalanan udah sempit jalur 2 arah seberang sekolahan sd banyak anak anak bubaran sekolah gak bisa lewat di trotoar akhirnya melipir ke jalan raya dan berpotensi keserempet segera tindak lanjuti masalah ada pelanggaran,"Keluhan Fasilitas Gedung Pemda (sekolah, kantor)",7
ada pelanggaran bangunan berjualan di atas trotoar dan drainase jalan,Jalan,8
ada pelanggaran segera tindak lanjuti masalah masalah ini terjadi saat paekir liar permanen di tengah jalan,Parkir Liar,20
ada pelanggaran segera tindak lanjuti masalah masalah ini terjadi saat butuh segera ditindaklanjuti parkir liar menutup badan jalan.,Parkir Liar,20
kinerja 0 angkot ngetem pedagang di bahu jalan macet parah,Jalan,10
sampah sampahnya mohon untuk di bersihkan. segera tindak lanjuti masalah ini,Sampah ,3
